ref,symbol,company_name,category_number,category,shares
82500,BECO,Beco Steel Limited,808,ENGINEERING,25000000
82545,RCML,Reliance Cotton Spinning Mills Limited,830,TEXTILE SPINNING,10292000
82550,RUBY,Ruby Textile Mills Limited,830,TEXTILE SPINNING,52214400
82570,SAIF,Saif Textile Mills Limited,830,TEXTILE SPINNING,26412900
82640,SLYT,Sally Textile Mills Limited,830,TEXTILE SPINNING,8775000
82650,SANE,Salman Noman Enterprises Limited,830,TEXTILE SPINNING,4467036
82660,SNAI,Sana Industries Limited,830,TEXTILE SPINNING,12100000
82720,SSML,Saritow Spinning Mills Limited,830,TEXTILE SPINNING,29840607
82740,SERT,Service Industries Textiles Limited,830,TEXTILE SPINNING,13787567
82780,SHDT,Shadab Textile Mills Limited,830,TEXTILE SPINNING,16600000
82800,SHCM,Shadman Cotton Mills Limited,830,TEXTILE SPINNING,17636800
82860,SZTM,Shahzad Textile Mills Limited,830,TEXTILE SPINNING,17971372
82950,SUTM,Sunrays Textile Mills Limited,830,TEXTILE SPINNING,20700000
82985,UNITY,Unity Foods Limited,810,FOOD & PERSONAL CARE PRODUCTS,1194050000
82990,TATM,Tata Textile Mills Limited,830,TEXTILE SPINNING,55993614
91010,ASHT,Ashfaq Textile Mills Limited,831,TEXTILE WEAVING,42331850
91060,HKKT,Hakkim Textile Mills Limited,831,TEXTILE WEAVING,5394800
91070,ICCI,ICC Industries Limited,831,TEXTILE WEAVING,30001120
91130,MOHE,Mohib Exports Limited,831,TEXTILE WEAVING,15180000
91160,FML,Feroze1888 Mills Limited,829,TEXTILE COMPOSITE,399409026
91183,PRWM,Prosperity Weaving Mills Limited,831,TEXTILE WEAVING,18480000
91190,SDOT,Sadoon Textile Industries Limited,831,TEXTILE WEAVING,3000000
91198,SMTM,Samin Textiles Limited,831,TEXTILE WEAVING,26728000
91200,GTECH,G3 Technologies Limited,805,CHEMICAL,249871128
91205,STJT,Shahtaj Textile Limited,831,TEXTILE WEAVING,9660000
91220,YOUW,Yousaf Weaving Mills Limited,831,TEXTILE WEAVING,90000000
91240,ZTL,Zephyr Textiles Limited,831,TEXTILE WEAVING,59428729
101010,AHTM,Ahmad Hassan Textile Mills Limited,829,TEXTILE COMPOSITE,8471535
101025,ADMM,Artistic Denim Mills Limited,829,TEXTILE COMPOSITE,84000000
101030,ARUJ,Aruj Industries Limited,829,TEXTILE COMPOSITE,10457890
101070,BHAT,Bhanero Textile Mills Limited,829,TEXTILE COMPOSITE,3000000
101092,CHBL,Chenab Limited,829,TEXTILE COMPOSITE,115000000
101095,CLCPS,Chenab Limited (Pref),829,TEXTILE COMPOSITE,80000000
101160,CRTM,The Crescent Textile Mills Limited,829,TEXTILE COMPOSITE,100000000
101165,NCL,Nishat Chunian Limited,829,TEXTILE COMPOSITE,240119029
101180,DLL,Dawood Lawrencepur Limited,813,INV. BANKS / INV. COS. / SECURITIES COS.,59299809
101185,REWM,Reliance Weaving Mills Limited,829,TEXTILE COMPOSITE,30810938
101190,FSWL,Fateh Sports Wear Limited,829,TEXTILE COMPOSITE,2000000
101195,FTHM,Fateh Textile Mills Limited,829,TEXTILE COMPOSITE,1250000
101198,GFIL,Ghazi Fabrics International Limited,829,TEXTILE COMPOSITE,32635600
101200,GATM,Gul Ahmed Textile Mills Limited,829,TEXTILE COMPOSITE,616716215
101220,HAFL,Hafiz Limited,829,TEXTILE COMPOSITE,1200000
101230,HAEL,Hala Enterprises Limited,829,TEXTILE COMPOSITE,12996304
101240,HATM,Hamid Textile Mills Limited,829,TEXTILE COMPOSITE,13271600
101260,HUSI,Husein Industries Limited,829,TEXTILE COMPOSITE,10625852
101270,INKL,International Knitwear Limited,829,TEXTILE COMPOSITE,9675000
101274,ILP,Interloop Limited,829,TEXTILE COMPOSITE,898363374
101280,ANTM,AN Textile Mills Limited,829,TEXTILE COMPOSITE,9660000
101300,JUBS,Jubilee Spinning & Weaving Mills Ltd.,829,TEXTILE COMPOSITE,32491205
101310,KAKL,Kaiser Arts & Krafts Limited,829,TEXTILE COMPOSITE,8550000
101320,KHYT,Khyber Textile Mills Limited,829,TEXTILE COMPOSITE,1227500
101330,KML,Kohinoor Mills Limited,829,TEXTILE COMPOSITE,50911011
101340,KOIL,Kohinoor Industries Limited,829,TEXTILE COMPOSITE,30302580
101350,BTL,Blessed Textiles Limited,829,TEXTILE COMPOSITE,6432000
101360,KTML,Kohinoor Textile Mills Limited,829,TEXTILE COMPOSITE,299296456
101362,ANL,Azgard Nine Limited,829,TEXTILE COMPOSITE,485409731
101365,MEHT,Mehmood Textile Mills Limited,829,TEXTILE COMPOSITE,18750025
101367,ANLPS,Azgard Nine 8.95%(Pref),829,TEXTILE COMPOSITE,66125083
101369,ANLNV,Azgard Nine Non-Voting Ordinary Shares,829,TEXTILE COMPOSITE,5965608
101375,CLVL,Cordoba Logistics & Ventures Limited,833,TRANSPORT,22105200
101400,MFTM,Mohammad Farooq Textile Mills Limited,829,TEXTILE COMPOSITE,18889200
101410,MUBT,Mubarak Textile Mills Limited,829,TEXTILE COMPOSITE,5400000
101425,NINA,Nina Industries Limited,829,TEXTILE COMPOSITE,24200000
101440,NML,Nishat Mills Limited,829,TEXTILE COMPOSITE,351599848
101465,REDCO,Redco Textiles Limited,829,TEXTILE COMPOSITE,49292600
101468,SFAT,Safa Textiles Limited,829,TEXTILE COMPOSITE,4000000
101469,SFL,Sapphire Fibres Limited,829,TEXTILE COMPOSITE,20671875
101470,SCHT,Schon Textiles Limited,829,TEXTILE COMPOSITE,11970000
101480,STML,Shams Textile Mills Limited,829,TEXTILE COMPOSITE,8640000
101510,SURC,Suraj Cotton Mills Limited,829,TEXTILE COMPOSITE,44372287
101515,TAJT,Taj Textile Mills Limited,829,TEXTILE COMPOSITE,33442000
101522,TOWL,Towellers Limited,829,TEXTILE COMPOSITE,17000000
101525,USMT,Usman Textile Mills Limited,829,TEXTILE COMPOSITE,3726300
101527,ZAHID,Zahidjee Textile Mills Limited,829,TEXTILE COMPOSITE,191421102
101530,ZHCM,Zahur Cotton Mills Limited,829,TEXTILE COMPOSITE,9860000
101625,FASM,Faisal Spinning Mills Limited,829,TEXTILE COMPOSITE,10000000
102260,MSOT,Masood Textile Mills Limited,829,TEXTILE COMPOSITE,67500000
102265,MSOTPS,Masood Textile (Pref),829,TEXTILE COMPOSITE,27500000
102450,PASM,Paramount Spinning Mills Limited,829,TEXTILE COMPOSITE,17352330
102480,QUET,Quetta Textile Mills Limited,829,TEXTILE COMPOSITE,13000000
102700,SAPT,Sapphire Textile Mills Limited,829,TEXTILE COMPOSITE,21689791
110980,BNWM,Bannu Woollen Mills Limited,835,WOOLLEN,9506250
111080,BNL,Bunnys Limited,810,FOOD & PERSONAL CARE PRODUCTS,66805269
120960,AGL,Agritech Limited,805,CHEMICAL,392430000
120965,AGLNCPS,Agritech Non-Voting (Pref) Class A,805,CHEMICAL,159334269
121000,AASM,Al-Abid Silk Mills Limited,827,SYNTHETIC & RAYON,13409550
121040,DSFL,Dewan Salman Fibre Limited,827,SYNTHETIC & RAYON,366321085
121070,GATI,Gatron (Industries) Limited,827,SYNTHETIC & RAYON,38364500
121074,IBFL,Ibrahim Fibres Limited,827,SYNTHETIC & RAYON,310506995
121110,NAFL,National Fibres Limited,827,SYNTHETIC & RAYON,84777800
121120,NSRM,The National Silk & Rayon Mills Limited,827,SYNTHETIC & RAYON,15553133
121180,PSYL,Pakistan Synthetics Limited,827,SYNTHETIC & RAYON,92466000
121240,RUPL,Rupali Polyester Limited,827,SYNTHETIC & RAYON,34068500
121242,SGABL,SG.Allied Businsses Limited,827,SYNTHETIC & RAYON,15000000
121251,IMAGE,Image Pakistan Limited,827,SYNTHETIC & RAYON,99538602
131020,CJPL,Crescent Jute Products Limited,814,JUTE,23763468
131140,SUHJ,Suhail Jute Mills Limited,814,JUTE,4332819
131160,THALL,Thal Limited,802,AUTOMOBILE PARTS & ACCESSORIES,81029917
141000,ADAMS,Adam Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,17291008
141010,AABS,Al-Abbas Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,17362300
141020,AGSML,Abdullah Shah Ghazi Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,79261700
141040,ALNRS,Al-Noor Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,20473755
141060,ANSM,Ansari Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,56136657
141080,BAFS,Baba Farid Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,9450000
141170,CHAS,Chashma Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,28692000
141175,IML,Imperial  Limited,813,INV. BANKS / INV. COS. / SECURITIES COS.,99020000
141180,CCM,Crescent Cotton Mills Limited,830,TEXTILE SPINNING,22660123
141200,DWSM,Dewan Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,91511992
141210,FCEPL,Frieslandcampina Engro Pakistan Limited,810,FOOD & PERSONAL CARE PRODUCTS,766596075
141220,FRSM,Faran Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,25007151
141320,HABSM,Habib Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,150000000
141340,HRPL,Habib Rice Product Limited.,826,SUGAR & ALLIED INDUSTRIES,40000000
141350,HWQS,Haseeb Waqas Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,32400000
141360,HSM,Husein Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,52965000
141366,HSMCPS,Husein Sugar(Pref),826,SUGAR & ALLIED INDUSTRIES,14450000
141390,JDWS,JDW Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,59776661
141395,KPUS,Khairpur Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,16017500
141400,JSML,Jauharabad Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,34128454
141420,MRNS,Mehran Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,53820329
141440,MIRKS,Mirpurkhas Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,13495041
141460,NONS,Noon Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,16517456
141500,PMRS,The Premier Sugar Mills,826,SUGAR & ALLIED INDUSTRIES,3750000
141520,SKRS,Sakrand Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,44616000
141540,SANSM,Sanghar Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,11946000
141560,SHJS,Shahtaj Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,12011200
141580,SHSML,Shahmurad Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,21118800
141600,SML,Shakarganj Limited,826,SUGAR & ALLIED INDUSTRIES,125000000
141620,SASML,Sindh Abadgars Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,10425000
141630,TSML,Tandlianwala Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,117706300
141640,TICL,The Thal Industries Corporation Limited,826,SUGAR & ALLIED INDUSTRIES,15023200
150940,ACPL,Attock Cement Pakistan Limited,804,CEMENT,137426961
150960,BWCL,Bestway Cement Limited,804,CEMENT,596252783
151000,CHCC,Cherat Cement Company Limited,804,CEMENT,194295038
151010,DBCI,Dadabhoy Cement Industries Limited,804,CEMENT,98236644
151040,DNCC,Dandot Cement Company Limited,804,CEMENT,248173314
151050,DGKC,D.G. Khan Cement Company Limited,804,CEMENT,438119097
151060,POWER,Power Cement Limited,804,CEMENT,1063414434
151064,POWERPS,Power Cement (Pref),804,CEMENT,244585320
151065,FCCL,Fauji Cement Company Limited,804,CEMENT,1379815025
151070,FECTC,Fecto Cement Limited,804,CEMENT,50160000
151075,FLYNG,Flying Cement Company Limited,804,CEMENT,394800000
151077,FLYNGR1,Flying Cement(R),804,CEMENT,300000000
151080,GWLC,Gharibwal Cement Limited,804,CEMENT,400273960
151100,JVDC,Javedan Corporation Limited,804,CEMENT,380860447
151102,JVDCPS,Javedan Corporation (Pref),804,CEMENT,50500
151103,KOHC,Kohat Cement Company Limited,804,CEMENT,200861297
151105,LUCK,Lucky Cement Limited,804,CEMENT,323375000
151110,MLCF,Maple Leaf Cement Factory Limited,804,CEMENT,1098346232
151140,DCL,Dewan Cement Limited,804,CEMENT,484113343
151150,PIOC,Pioneer Cement Limited,804,CEMENT,227148793
151155,SMCPL,Safe Mix Concrete Limited,804,CEMENT,25000000
151160,THCCL,Thatta Cement Company Limited,804,CEMENT,99718125
151180,ZELP,Zeal Pak Cement Factory Limited,804,CEMENT,427838526
161000,KHTC,Khyber Tobacco Company Limited,832,TOBACCO,4807200
161020,PMPK,Philip Morris (Pakistan) Limited,832,TOBACCO,61580341
161040,PAKT,Pakistan Tobacco Company Limited,832,TOBACCO,255493792
171000,ATRL,Attock Refinery Limited,825,REFINERY,106616250
171010,CNERGY,Cnergyico PK  Limited,825,REFINERY,5329884706
171080,NRL,National Refinery Limited,825,REFINERY,79966560
171140,PRL,Pakistan Refinery Limited,825,REFINERY,630000000
180980,ALTN,Altern Energy Limited,824,POWER GENERATION & DISTRIBUTION,363380000
180990,EPQL,Engro Powergen Qadirpur Limited,824,POWER GENERATION & DISTRIBUTION,323800000
181035,AEL,Arshad Energy Limited,824,POWER GENERATION & DISTRIBUTION,8000000
181037,JPGL,Japan Power Generation Limited,824,POWER GENERATION & DISTRIBUTION,156037591
181050,HUBC,The Hub Power Company Limited,824,POWER GENERATION & DISTRIBUTION,1297154400
181060,KEL,K-Electric Limited,824,POWER GENERATION & DISTRIBUTION,27615194245
181062,KOHE,Kohinoor Energy Limited,824,POWER GENERATION & DISTRIBUTION,169458614
181070,KOHP,Kohinoor Power Company Limited,824,POWER GENERATION & DISTRIBUTION,12600000
181075,LPL,Lalpir Power Limited,824,POWER GENERATION & DISTRIBUTION,379838732
181080,KAPCO,Kot Addu Power Company Limited,824,POWER GENERATION & DISTRIBUTION,880253228
181085,NCPL,Nishat Chunian Power Limited,824,POWER GENERATION & DISTRIBUTION,367346939
181090,NPL,Nishat Power Limited,824,POWER GENERATION & DISTRIBUTION,354088500
181095,PKGP,Pakgen Power Limited,824,POWER GENERATION & DISTRIBUTION,372081591
181100,SPWL,Saif Power Limited,824,POWER GENERATION & DISTRIBUTION,386471779
181165,SGPL,S.G. Power Limited,824,POWER GENERATION & DISTRIBUTION,17833200
181175,SEL,Sitara Energy Limited,824,POWER GENERATION & DISTRIBUTION,19092000
181220,TSPL,Tri-Star Power Limited,824,POWER GENERATION & DISTRIBUTION,15000000
191000,APL,Attock Petroleum Limited,821,OIL & GAS MARKETING COMPANIES,99532800
191160,PSO,Pakistan State Oil Company Limited,821,OIL & GAS MARKETING COMPANIES,469473300
191168,BPL,Burshane LPG (Pakistan) Limited,821,OIL & GAS MARKETING COMPANIES,22640044
191170,SHEL,Shell Pakistan Limited,821,OIL & GAS MARKETING COMPANIES,214024662
191180,SSGC,Sui Southern Gas Company Limited,821,OIL & GAS MARKETING COMPANIES,880916400
191200,SNGP,Sui Northern Gas Pipelines Limited,821,OIL & GAS MARKETING COMPANIES,634216665
201040,HASCOL,Hascol Petroleum Limited,821,OIL & GAS MARKETING COMPANIES,999120680
201050,HTL,Hi-Tech Lubricants Limited,821,OIL & GAS MARKETING COMPANIES,139204800
201075,MARI,Mari Petroleum Company Limited,820,OIL & GAS EXPLORATION COMPANIES,133402500
201080,OGDC,Oil & Gas Development Company Limited,820,OIL & GAS EXPLORATION COMPANIES,4300928400
201120,POL,Pakistan Oilfields Limited,820,OIL & GAS EXPLORATION COMPANIES,283855104
201130,PPL,Pakistan Petroleum Limited,820,OIL & GAS EXPLORATION COMPANIES,2720967548
210980,ADOS,Ados Pakistan Limited,808,ENGINEERING,6582600
210990,AGHA,Agha Steel Ind.Ltd,808,ENGINEERING,604879058
211010,ASL,Aisha Steel Mills Limited,808,ENGINEERING,765529303
211011,ASLPS,Aisha Steel Convertible (Pref),808,ENGINEERING,44357057
